mcg,gvh,alm,mit,vac,nuc,yeast
0.5914565398201921,0.8726147886687522,-0.3188812472396311,-0.9599630304910042,-0.3181983081872506,-0.5148595351669492,6
1.0256975089921487,0.9526648297624158,-0.09202906245224533,-0.8140694316202146,0.5230435294884573,-0.5148595351669492,6
0.5914565398201921,-0.4882359099235278,0.8153796766972966,-0.9599630304910042,0.691291897023599,-0.5148595351669492,7
-0.5665193779716907,-0.4882359099235278,-0.20545515484593824,2.0308557463601833,-0.3181983081872506,-0.5148595351669492,6
0.08484207578624363,-0.8084360742981818,0.701953584303605,-0.6681758327494248,-0.149949940652109,-0.5148595351669492,0
0.012468580924250868,0.3122645010131078,-0.20545515484593824,2.833270540149526,0.5230435294884573,-0.5148595351669492,6
-0.13227840879973465,-0.4081858688298642,1.0422318614846824,-0.4493354344432404,1.3642853671641635,0.6455288748947866,7
0.37433605523421465,-0.007935663361546599,1.8362145082405328,0.7178133565230764,-0.149949940652109,-0.5148595351669492,6
-0.7112663676956759,-0.8884861153918454,1.1556579538783753,-0.8140694316202146,1.3642853671641635,0.2587327382075411,0
-0.49414588310969804,-0.8884861153918454,0.47510139951621916,-0.3763886350078457,0.5230435294884573,-0.03136436430789251,7
-0.5665193779716907,-1.0485861975791726,1.0422318614846824,-0.4493354344432404,0.3547951619533158,0.1620337040357297,7
-0.7112663676956759,-0.648335992110855,0.8153796766972966,0.6448665570876816,0.5230435294884573,-0.22476243265151527,0
0.7362035295441777,-0.8084360742981818,0.24824921472883338,1.4472813508770248,0.5230435294884573,-0.5148595351669492,6
1.1704444987161342,0.3923145421067714,-0.5457334320270163,-0.5222822338786353,-0.6546950432575329,-0.5148595351669492,6
-0.2046519036617274,-0.8884861153918454,0.021397029941447567,-1.105856629361794,-0.149949940652109,1.2257230799256544,0
0.5914565398201921,-0.24808578664253741,0.47510139951621916,-1.105856629361794,0.18654679441817418,-0.12806339847970388,7
0.012468580924250868,-1.288736320860163,0.588527491909912,-0.3763886350078457,-0.149949940652109,-0.5148595351669492,7
-0.3493988933857125,-0.8084360742981818,0.021397029941447567,-0.7411226321848197,0.018298426883032584,-0.5148595351669492,0
1.6770589627500827,1.0327148708560794,-0.886011709208095,0.28013255991070757,-0.149949940652109,-0.5148595351669492,0
-0.27702539852371977,0.23221445991944423,0.24824921472883338,-0.8140694316202146,1.3642853671641635,-0.5148595351669492,0
0.5190830449581993,-0.24808578664253741,1.1556579538783753,-0.5952290333140301,0.18654679441817418,-0.5148595351669492,0
0.9533240141301559,1.3529150352307338,0.8153796766972966,-0.1575482367016613,-0.149949940652109,-0.5148595351669492,6
2.183673426784032,3.033965898197668,-1.5665682635702518,0.936653754829261,1.0277886320938823,0.5488298407229752,3
0.22958906551022915,0.3122645010131078,-0.7725856168144021,-1.1788034287971885,1.1960369996290219,0.45213080655116383,7
0.08484207578624363,0.07211437773211701,-0.7725856168144021,4.4381001277282115,0.3547951619533158,-0.5148595351669492,6
-0.8560133574196614,0.8726147886687522,1.2690840462720683,-1.032909829926399,0.5230435294884573,1.902616319128333,0
-1.2178808317296248,0.3923145421067714,0.13482312233514046,1.2284409525708402,0.18654679441817418,-0.5148595351669492,7
2.0389264370600464,1.9132653228863783,-0.886011709208095,-0.011654637830871539,-1.1594401458629577,-0.5148595351669492,3
-0.7112663676956759,-0.4081858688298642,0.8153796766972966,-0.5952290333140301,1.0277886320938823,-0.12806339847970388,0
0.5190830449581993,0.23221445991944423,0.36167530712252627,0.5719197576522871,0.5230435294884573,-0.5148595351669492,6
2.617914395955988,1.4329650763243975,-1.2262899863891732,-0.1575482367016613,0.691291897023599,-0.5148595351669492,4
2.1112999319220394,0.5524146242940977,-0.999437801601788,0.13423896103991823,1.532533734699305,-0.5148595351669492,4
-0.6388928728336836,0.3122645010131078,-1.2262899863891732,-0.4493354344432404,0.18654679441817418,-0.5148595351669492,5
-0.9283868522816542,-1.1286362386728361,0.701953584303605,-0.5952290333140301,-0.3181983081872506,-0.12806339847970388,9
1.7494324576120754,1.9933153639800418,0.9288057690909896,1.5202281503124193,-1.6641852484683815,0.7422279090665974,4
-0.05990491393774189,-0.8884861153918454,0.24824921472883338,0.20718576047531267,-0.3181983081872506,-0.5148595351669492,2
1.7494324576120754,0.5524146242940977,0.13482312233514046,0.13423896103991823,1.3642853671641635,-0.5148595351669492,9
-0.5665193779716907,-2.089236731796799,-1.793420448357637,-0.7411226321848197,0.018298426883032584,-0.5148595351669492,5
0.4467095500962074,-0.16803574554887382,0.9288057690909896,0.06129216160452334,0.18654679441817418,-0.5148595351669492,0
1.0256975089921487,0.712514706481425,0.701953584303605,-0.23049503613705596,-0.6546950432575329,-0.5148595351669492,0
1.0256975089921487,0.47236458320043506,0.701953584303605,-0.30344183557245086,-0.8229434107926745,-0.5148595351669492,0
-0.8560133574196614,-0.0879857044552102,0.36167530712252627,-0.5222822338786353,0.018298426883032584,-0.5148595351669492,0
-0.3493988933857125,0.6324646653877614,-0.20545515484593824,2.979164139020316,0.3547951619533158,-0.5148595351669492,6
-0.49414588310969804,-1.2086862797665,0.24824921472883338,1.8849621474893936,0.691291897023599,-0.5148595351669492,6
-0.9283868522816542,-1.4488364030474903,-0.3188812472396311,-0.5952290333140301,-0.8229434107926745,-0.22476243265151527,7
-0.13227840879973465,-0.5682859510171914,0.13482312233514046,0.4260261587814973,0.3547951619533158,1.515820182441088,7
-0.6388928728336836,-0.3281358277362006,1.0422318614846824,-0.5222822338786353,1.3642853671641635,-0.03136436430789251,7
0.3019625603722219,-0.16803574554887382,-0.6591595244207092,-1.3246970276679781,0.3547951619533158,-0.03136436430789251,0
0.7362035295441777,-0.24808578664253741,-0.5457334320270163,-0.30344183557245086,0.18654679441817418,0.1620337040357297,0
-1.145507336867632,-0.3281358277362006,0.8153796766972966,-1.2517502282325834,0.8595402645587406,-0.5148595351669492,0
-0.2046519036617274,-0.8884861153918454,1.0422318614846824,-0.8140694316202146,1.1960369996290219,-0.5148595351669492,0
2.256046921646025,2.793815774916677,-0.3188812472396311,0.7907601559584713,1.0277886320938823,-0.5148595351669492,2
-0.13227840879973465,-0.648335992110855,0.24824921472883338,-0.1575482367016613,1.0277886320938823,-0.5148595351669492,0
0.5914565398201921,0.07211437773211701,-0.09202906245224533,0.06129216160452334,1.1960369996290219,0.1620337040357297,0
0.7362035295441777,-0.007935663361546599,-0.6591595244207092,2.541483342407947,-0.4864466757223922,-0.5148595351669492,6
-0.3493988933857125,0.3923145421067714,0.47510139951621916,2.906217339584921,-0.4864466757223922,-0.5148595351669492,6
-0.27702539852371977,-0.0879857044552102,0.9288057690909896,-0.23049503613705596,-0.9911917783278161,-0.5148595351669492,6
0.9533240141301559,0.23221445991944423,0.47510139951621916,1.009600554264656,0.018298426883032584,-0.5148595351669492,6
0.012468580924250868,0.3122645010131078,0.36167530712252627,2.0308557463601833,0.18654679441817418,-0.03136436430789251,6
0.9533240141301559,0.5524146242940977,1.0422318614846824,1.009600554264656,-2.000681983538665,-0.5148595351669492,6
-0.49414588310969804,0.5524146242940977,0.13482312233514046,1.666121749183209,-0.3181983081872506,-0.5148595351669492,6
-0.13227840879973465,-0.4081858688298642,0.588527491909912,1.739068548618604,0.5230435294884573,-0.5148595351669492,6
0.012468580924250868,0.6324646653877614,-0.4323073396333234,1.4472813508770248,-0.6546950432575329,-0.5148595351669492,6
0.08484207578624363,0.3122645010131078,1.1556579538783753,2.249696144666367,1.3642853671641635,-0.5148595351669492,6
-1.579748306039588,0.6324646653877614,-3.267959649475644,-0.9599630304910042,0.18654679441817418,-0.5148595351669492,5
-0.7836398625576686,-0.4882359099235278,-1.6799943559639448,-0.7411226321848197,0.8595402645587406,-0.5148595351669492,5
2.183673426784032,1.0327148708560794,-0.5457334320270163,0.20718576047531267,0.18654679441817418,-0.5148595351669492,2
0.012468580924250868,0.1521644188257806,1.0422318614846824,0.28013255991070757,0.18654679441817418,0.7422279090665974,7
-1.0007603471436468,-0.3281358277362006,1.3825101386657612,1.4472813508770248,0.18654679441817418,0.5488298407229752,0
-0.27702539852371977,-0.968536156485509,-0.3188812472396311,-0.30344183557245086,0.3547951619533158,-0.03136436430789251,6
-1.2178808317296248,-0.5682859510171914,1.609362323453147,-0.7411226321848197,0.3547951619533158,2.38611148998739,7
-0.05990491393774189,0.8726147886687522,-0.09202906245224533,-0.08460143726626641,0.018298426883032584,0.065334669863918865,0
-0.8560133574196614,-0.007935663361546599,-1.4531421711765589,-0.011654637830871539,-1.1594401458629577,-0.5148595351669492,5
2.0389264370600464,1.9933153639800418,-1.1128638939954802,0.13423896103991823,0.5230435294884573,-0.5148595351669492,6
1.0256975089921487,0.5524146242940977,0.8153796766972966,0.06129216160452334,-2.1689303510738065,-0.5148595351669492,0
-1.0007603471436468,0.6324646653877614,-1.6799943559639448,-0.1575482367016613,-0.9911917783278161,-0.5148595351669492,5
-1.0007603471436468,-0.5682859510171914,-1.2262899863891732,-1.032909829926399,-0.149949940652109,-0.5148595351669492,5
-0.2046519036617274,0.1521644188257806,0.021397029941447567,1.009600554264656,-1.495936880933241,-0.5148595351669492,0
-0.13227840879973465,-2.1692867728904623,0.8153796766972966,0.06129216160452334,-0.3181983081872506,1.902616319128333,7
-0.42177238824770524,0.712514706481425,-1.5665682635702518,-0.7411226321848197,0.3547951619533158,-0.5148595351669492,5
-0.5665193779716907,-1.2086862797665,0.47510139951621916,-0.5952290333140301,1.0277886320938823,-0.5148595351669492,0
-1.435001316315603,0.47236458320043506,0.588527491909912,-0.5952290333140301,0.018298426883032584,-0.5148595351669492,0
1.0980710038541415,1.1928149530434067,0.24824921472883338,-0.7411226321848197,1.7007821022344467,-0.5148595351669492,0
-1.652121800901581,0.7925647475750885,-0.20545515484593824,-0.23049503613705596,0.8595402645587406,-0.5148595351669492,0
-0.3493988933857125,-0.7283860332045187,0.021397029941447567,1.4472813508770248,0.018298426883032584,-0.03136436430789251,8
-1.435001316315603,-1.4488364030474903,0.8153796766972966,-0.5222822338786353,-0.3181983081872506,2.676208592502824,7
-0.7112663676956759,-0.4882359099235278,-0.09202906245224533,1.5202281503124193,-0.149949940652109,-0.03136436430789251,7
-0.3493988933857125,0.07211437773211701,0.021397029941447567,-0.7411226321848197,0.3547951619533158,7.027665130234332,7
-0.3493988933857125,-0.4081858688298642,0.021397029941447567,2.4685365429725517,-0.149949940652109,-0.5148595351669492,6
-1.0731338420056395,0.1521644188257806,-0.20545515484593824,-0.30344183557245086,-4.019662393960362,-0.5148595351669492,6
-0.2046519036617274,-0.7283860332045187,1.8362145082405328,-0.011654637830871539,0.5230435294884573,-0.5148595351669492,6
0.37433605523421465,0.23221445991944423,0.588527491909912,1.4472813508770248,0.3547951619533158,-0.5148595351669492,6
1.242817993578127,0.9526648297624158,0.47510139951621916,1.2284409525708402,0.5230435294884573,-0.5148595351669492,6
0.6638300346821848,0.7925647475750885,-0.09202906245224533,1.2284409525708402,0.5230435294884573,0.3554317723793525,6
0.3019625603722219,0.3923145421067714,-1.793420448357637,0.35307935934610246,0.691291897023599,-0.5148595351669492,5
