X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X13,X14,X17,X18,X24,X37,X43,X55
-0.3690220117110799,-0.957982412196303,-1.5932515738447575,0.13765286998265022,-0.8370780081897958,-0.9064313202124391,0.27587833991196,0.5683832410794976,0.27836845014517436,4.332472052511662,1.7997129460262307,-0.852189007179374,-0.6692283083311495,-0.26171521638090983,-0.23924680108051563,-0.40336684816899554,-0.23342353527693388,3.291839165823744,4
-0.3833975253102643,-0.9126104385022412,-1.7112740636210226,-0.08116281746211562,-0.9350723263343983,-0.9969403381949852,0.24309659382201598,0.6993327535607861,0.3438329508636787,4.283403560320816,1.7997129460262307,-0.852189007179374,-0.6692283083311495,-0.26171521638090983,-0.23924680108051563,-0.40336684816899554,-0.23342353527693388,3.291839165823744,4
0.12932912639397937,-0.15943567518081583,-0.8851166351871667,0.1852214976880341,0.2245271050433982,1.1073943298992113,0.7020410390812317,0.8302822660420746,-0.005311052968344508,4.188901279064374,1.7997129460262307,-0.852189007179374,-0.6692283083311495,-0.26171521638090983,-0.23924680108051563,-0.40336684816899554,-0.23342353527693388,-0.30375476024457204,1
0.08380666666322875,-0.014245359359818187,0.17708577279921947,0.06154306565403601,1.0901435819873873,1.0395125664123017,0.8331680234410076,0.8302822660420746,-0.28899055608186336,4.270682099382449,1.7997129460262307,-0.852189007179374,-0.6692283083311495,-0.26171521638090983,-0.23924680108051563,-0.40336684816899554,-0.23342353527693388,-0.30375476024457204,1
-0.3714179306442773,-1.0124287806291772,-1.7112740636210226,-0.36181772092388054,-0.8534103945472296,-0.996186096378464,0.24309659382201598,0.6556829160670232,0.32201145062417724,4.235243743911283,1.7997129460262307,-0.852189007179374,-0.6692283083311495,-0.26171521638090983,-0.23924680108051563,-0.40336684816899554,-0.23342353527693388,3.291839165823744,4
-0.4097526335754357,-0.2229564383525023,-1.239184104515962,0.33744110634526253,-1.082063803551302,-1.2405604449313383,0.5709140547214558,0.7866324285483117,0.10379644822916274,4.107120458746298,1.7997129460262307,-0.852189007179374,-0.6692283083311495,-0.26171521638090983,-0.23924680108051563,-0.40336684816899554,-0.23342353527693388,3.291839165823744,1
-0.3450628223791059,-1.0124287806291772,-1.121161614739697,0.19473522322911088,-0.755416076402627,-0.8136595767803294,0.308660086001904,0.26283437862315767,0.06015344775015984,4.311572509541486,1.7997129460262307,-0.852189007179374,-0.6692283083311495,-0.26171521638090983,-0.23924680108051563,-0.40336684816899554,-0.23342353527693388,3.291839165823744,4
-0.3474587413123033,-0.9761312016739276,-1.4752290840684923,0.023488163489728906,-0.7227513036877595,-0.8589140857716024,0.308660086001904,0.48108356609197184,0.19108244918716855,4.286129587664752,1.7997129460262307,-0.852189007179374,-0.6692283083311495,-0.26171521638090983,-0.23924680108051563,-0.40336684816899554,-0.23342353527693388,3.291839165823744,4
-0.3187077141139345,-1.0124287806291772,-0.8851166351871667,0.05202934011295923,0.07753562782649441,-0.7887695968351291,0.3414418320918479,0.08823502864810634,-0.048954053447347406,4.300668400165743,1.7997129460262307,-0.852189007179374,-0.6692283083311495,-0.26171521638090983,-0.23924680108051563,-0.40336684816899554,-0.23342353527693388,3.291839165823744,4
-0.3306873087799215,-0.8853872542858041,-0.7670941454109015,0.08532737950672795,-0.6574217582580245,-0.8113968513307657,0.5053505625415678,9.353536605806676e-4,-0.24534755560286048,4.287946939227376,1.7997129460262307,-0.852189007179374,-0.6692283083311495,-0.26171521638090983,-0.23924680108051563,-0.40336684816899554,-0.23342353527693388,3.291839165823744,4
-0.3306873087799215,0.4031767986255501,-1.4752290840684923,-0.23338242611934404,-0.004126303960674352,-0.7367269114951652,0.17753310164212804,1.0485314535108887,0.5620479532586932,4.28067753297688,1.7997129460262307,-0.852189007179374,-0.6692283083311495,-0.26171521638090983,-0.23924680108051563,-0.40336684816899554,-0.23342353527693388,-0.30375476024457204,4
0.3257944789161662,-0.0505429383150676,-0.6490716556346364,0.675178363053488,-0.4124359628965182,2.6709376155476945,0.7020410390812317,0.9175819410296002,0.01651044727115694,2.3079424117486402,1.7997129460262307,-0.852189007179374,-0.6692283083311495,-0.26171521638090983,-0.23924680108051563,-0.40336684816899554,-0.23342353527693388,-0.30375476024457204,1
-0.019217847464259457,-0.20480764887487762,0.64917573190428,-0.3760883092354957,0.2898566504731332,1.1337927934774539,1.1609854843404475,0.21918454112939484,-0.9436355632669069,4.1616410056250155,1.7997129460262307,-0.852189007179374,-0.6692283083311495,-0.26171521638090983,-0.23924680108051563,-0.40336684816899554,-0.23342353527693388,-0.30375476024457204,1
-0.3378750655795137,0.5211439302301107,-1.121161614739697,-0.3760883092354957,-0.08578823574784313,-0.7095742061004013,0.013624371192408129,1.22313080348594,0.7584414554142063,4.270682099382449,1.7997129460262307,-0.852189007179374,-0.6692283083311495,-0.26171521638090983,-0.23924680108051563,-0.40336684816899554,-0.23342353527693388,-0.30375476024457204,4
-0.5918424724984381,0.0039034301178065217,-1.4752290840684923,-0.7709079191901819,-0.7717484627600608,-0.7827356623029594,0.3742235781817919,0.9175819410296002,0.3438329508636787,3.7154811970008486,1.7997129460262307,-0.852189007179374,-0.6692283083311495,-0.26171521638090983,-0.23924680108051563,-0.40336684816899554,-0.23342353527693388,-0.30375476024457204,4
-0.6110098239640174,-0.957982412196303,-1.121161614739697,-0.8898294884536415,-0.8044132354749283,-0.7239048006143045,0.3742235781817919,0.26283437862315767,0.038331947510658396,3.693672978249362,1.7997129460262307,-0.852189007179374,-0.6692283083311495,-0.26171521638090983,-0.23924680108051563,-0.40336684816899554,-0.23342353527693388,-0.30375476024457204,4
-0.3354791466463163,0.9294916934766666,-1.8292965533972876,-0.5187941923516474,-0.8534103945472296,-0.833269864009881,0.11196960946224008,0.8739321035358374,0.5620479532586932,4.166184384531575,1.7997129460262307,-0.852189007179374,-0.6692283083311495,-0.26171521638090983,-0.23924680108051563,-0.40336684816899554,-0.23342353527693388,3.291839165823744,4
-0.5582996074336746,-0.7674201226812436,-1.121161614739697,-0.6852843893204908,-0.7390836900451933,-0.8423207658081356,0.5053505625415678,0.35013405361068334,-0.048954053447347406,3.721841927470032,1.7997129460262307,-0.852189007179374,-0.6692283083311495,-0.26171521638090983,-0.23924680108051563,-0.40336684816899554,-0.23342353527693388,-0.30375476024457204,4
-0.5894465535652407,-1.420776543875733,-1.4752290840684923,-0.637715761615107,-0.755416076402627,-0.7699135514220987,0.04640611728235211,0.5683832410794976,0.45294045206118594,3.6900382751241136,1.7997129460262307,-0.852189007179374,-0.6692283083311495,-0.26171521638090983,-0.23924680108051563,-0.40336684816899554,-0.23342353527693388,-0.30375476024457204,4
-0.5918424724984381,-1.0759495438008635,-1.3572065942922271,-0.6852843893204908,-0.6737541446154582,-0.7322014605960379,0.24309659382201598,0.39378389110444617,0.19108244918716855,3.6745907868418106,1.7997129460262307,-0.852189007179374,-0.6692283083311495,-0.26171521638090983,-0.23924680108051563,-0.40336684816899554,-0.23342353527693388,-0.30375476024457204,4
-0.5966343103648329,-0.7764945174200559,-0.8851166351871667,-0.8042059585839506,-0.7064189173303258,-0.7125911733664863,0.5709140547214558,0.175534703635632,-0.20170455512385757,3.667321380591315,1.7997129460262307,-0.852189007179374,-0.6692283083311495,-0.26171521638090983,-0.23924680108051563,-0.40336684816899554,-0.23342353527693388,-0.30375476024457204,4
0.31141896531698177,0.4757719565360489,0.059063283022954355,-0.06213536637996207,-0.34710641746678317,2.46955505053653,-0.21584785143719973,1.485029828448517,0.9548349575697194,2.55510222426549,1.7997129460262307,-0.852189007179374,-0.6692283083311495,-0.26171521638090983,-0.23924680108051563,-0.40336684816899554,-0.23342353527693388,-0.30375476024457204,1
0.04307604479887295,-0.3862955436511247,0.7671982216805451,-0.17630007287288338,0.502177673119772,1.2273187787260849,1.2921124687002234,-0.4355630212770477,-1.4018870682964373,4.053508587648893,1.7997129460262307,-0.852189007179374,-0.6692283083311495,-0.26171521638090983,-0.23924680108051563,-0.40336684816899554,-0.23342353527693388,-0.30375476024457204,4
-0.5726751210328589,-0.9307592279798659,-1.0031391249634318,-0.4997667412694938,-0.8370780081897958,-0.8098883676977233,0.4070053242717359,0.13188486614186917,-0.11441855416585177,3.687312247780178,1.7997129460262307,-0.852189007179374,-0.6692283083311495,-0.26171521638090983,-0.23924680108051563,-0.40336684816899554,-0.23342353527693388,-0.30375476024457204,4
-0.5822587967656485,-1.2211398596218612,-0.8851166351871667,-0.5187941923516474,-0.6084245991857232,-0.7389896369447289,0.0791878633722961,0.08823502864810634,0.1692609489476671,3.65550859543426,1.7997129460262307,-0.852189007179374,-0.6692283083311495,-0.26171521638090983,-0.23924680108051563,-0.40336684816899554,-0.23342353527693388,-0.30375476024457204,4
-0.6181975807636095,-0.19573325413606527,-1.239184104515962,-1.089617724816254,-0.8370780081897958,-0.6424466844300131,0.5381323086315118,0.7866324285483117,0.14743944870816564,3.619161564181782,1.7997129460262307,-0.852189007179374,-0.6692283083311495,-0.26171521638090983,-0.23924680108051563,-0.40336684816899554,-0.23342353527693388,-0.30375476024457204,4
-0.6253853375632017,0.05834979855068064,-0.7670941454109015,-0.9469118417001022,-0.9024075536195308,-0.6507433444117464,0.5709140547214558,1.0485314535108887,0.21290394942667001,3.6118921579312864,1.7997129460262307,-0.852189007179374,-0.6692283083311495,-0.26171521638090983,-0.23924680108051563,-0.40336684816899554,-0.23342353527693388,-0.30375476024457204,4
0.5078843178391687,-0.07776612253150467,-0.058959206753310775,0.4468489500676454,-0.46143312196881947,3.170999939901262,0.8987315156208956,0.7429825910545489,-0.3326335565608663,1.711851099208002,1.7997129460262307,-0.852189007179374,-0.6692283083311495,-0.26171521638090983,-0.23924680108051563,-0.40336684816899554,-0.23342353527693388,3.291839165823744,1
